Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Response,Age,Total_Spend,Total_Purchases,Total_Dependents,Total_Campaigns_Accepted,Cluster,Cluster_Label
2,1,38578.0,2,3,8,1,54,73,6,2,0,1,Budget-Conscious
2,1,46098.0,86,4,8,0,51,120,7,2,0,0,Deal-Seeking Parents
1,1,22585.0,23,1,9,1,56,81,4,0,1,1,Budget-Conscious
1,1,30279.0,13,1,8,0,37,37,4,1,0,1,Budget-Conscious
2,0,66426.0,14,2,6,0,65,1377,18,1,0,2,High-Value
1,1,30822.0,92,1,7,0,57,51,4,1,0,1,Budget-Conscious
2,0,33581.0,38,1,8,0,57,17,3,2,0,1,Budget-Conscious
1,0,19986.0,74,1,7,0,41,22,3,1,0,1,Budget-Conscious
1,1,27421.0,14,3,7,0,72,324,11,0,0,1,Budget-Conscious
0,0,35688.0,94,7,8,0,53,211,9,3,0,0,Deal-Seeking Parents
2,1,36143.0,33,1,3,0,45,19,3,1,0,1,Budget-Conscious
1,1,10245.0,32,3,5,0,55,41,5,1,0,1,Budget-Conscious
2,0,43795.0,11,3,7,1,58,492,14,1,1,0,Deal-Seeking Parents
1,0,63381.0,78,4,2,0,66,1005,22,1,0,2,High-Value
1,0,38823.0,56,1,6,0,77,114,6,1,0,1,Budget-Conscious
2,1,83664.0,57,3,5,0,58,1173,16,2,0,0,Deal-Seeking Parents
1,0,90300.0,7,0,1,0,47,1738,19,0,1,2,High-Value
2,0,62499.0,0,2,4,0,47,222,10,1,0,1,Budget-Conscious
1,1,74293.0,66,1,2,0,33,1127,15,0,0,2,High-Value
2,0,51012.0,86,1,6,0,80,209,9,0,0,1,Budget-Conscious
2,0,70777.0,80,3,3,0,58,787,20,1,0,2,High-Value
2,0,68682.0,56,1,2,0,35,1598,23,0,0,2,High-Value
1,0,43824.0,18,4,8,0,55,186,8,2,0,1,Budget-Conscious
1,0,15345.0,51,2,8,1,42,47,4,1,0,1,Budget-Conscious
1,1,23442.0,71,1,7,0,39,27,4,1,0,1,Budget-Conscious
0,0,14515.0,71,4,7,1,46,96,7,1,0,1,Budget-Conscious
0,1,31395.0,80,4,6,0,70,64,6,2,0,1,Budget-Conscious
1,0,75276.0,2,1,5,0,61,1040,22,0,0,2,High-Value
1,1,42373.0,83,5,5,0,52,163,8,2,0,0,Deal-Seeking Parents
1,0,30507.0,29,1,7,0,66,343,10,0,0,1,Budget-Conscious
2,1,55521.0,11,9,7,1,71,446,15,3,1,0,Deal-Seeking Parents
1,0,48006.0,55,1,6,0,61,41,4,2,0,1,Budget-Conscious
2,1,27213.0,19,3,8,1,54,70,6,1,0,1,Budget-Conscious
2,1,65808.0,1,3,6,0,55,272,11,2,0,0,Deal-Seeking Parents
2,0,30351.0,19,1,9,0,52,46,5,1,0,1,Budget-Conscious
1,0,50437.0,28,3,7,0,63,490,16,2,0,0,Deal-Seeking Parents
0,1,23616.0,76,2,8,1,44,79,6,1,0,1,Budget-Conscious
1,0,53858.0,50,4,4,0,50,915,13,1,0,0,Deal-Seeking Parents
2,0,66465.0,1,3,6,0,71,1485,32,1,1,2,High-Value
1,1,46923.0,90,3,7,0,39,369,13,1,0,1,Budget-Conscious
1,0,75072.0,83,2,3,0,64,1073,17,1,0,2,High-Value
2,0,75865.0,73,1,1,0,83,1242,18,0,0,2,High-Value
0,0,19789.0,24,3,5,0,51,78,6,1,1,1,Budget-Conscious
1,0,80134.0,11,1,5,0,32,1378,20,0,4,3,Premium Loyal
1,1,91065.0,33,1,3,1,45,1474,25,0,2,3,Premium Loyal
2,0,49505.0,4,9,8,0,55,751,20,2,0,0,Deal-Seeking Parents
2,0,37401.0,14,2,7,0,53,48,5,1,0,1,Budget-Conscious
1,0,30096.0,30,1,6,0,43,45,5,1,0,1,Budget-Conscious
2,0,18492.0,75,1,8,0,44,10,3,1,0,1,Budget-Conscious
2,0,82584.0,26,1,1,1,52,1435,15,0,2,3,Premium Loyal
2,0,93027.0,77,0,2,0,85,2119,22,0,1,2,High-Value
1,0,48686.0,8,1,8,0,73,20,3,3,0,1,Budget-Conscious
1,0,92910.0,42,1,1,0,40,1795,26,0,3,3,Premium Loyal
1,0,75433.0,28,2,6,0,37,1188,17,1,2,3,Premium Loyal
0,0,10404.0,52,2,5,0,37,43,5,1,0,1,Budget-Conscious
1,0,61314.0,1,2,3,0,58,1008,22,1,0,2,High-Value
2,1,84865.0,1,1,4,1,65,1688,15,0,4,3,Premium Loyal
1,0,42387.0,42,5,8,0,37,684,16,1,0,0,Deal-Seeking Parents
0,0,67309.0,76,15,7,0,59,1082,24,2,0,0,Deal-Seeking Parents
1,0,75236.0,27,1,4,0,62,1068,24,1,0,2,High-Value
1,1,30015.0,28,2,5,0,56,57,5,1,0,1,Budget-Conscious
2,0,50943.0,49,1,5,0,70,46,4,1,0,1,Budget-Conscious
1,1,67272.0,12,3,5,0,60,733,20,1,0,2,High-Value
2,1,51529.0,14,2,8,0,77,467,15,1,0,0,Deal-Seeking Parents
2,0,32011.0,89,3,7,0,55,122,7,1,0,1,Budget-Conscious
0,0,7500.0,96,2,8,0,40,36,5,1,0,1,Budget-Conscious
1,0,28691.0,56,1,8,0,37,34,4,1,0,1,Budget-Conscious
2,0,56223.0,72,2,4,0,78,156,8,1,0,1,Budget-Conscious
1,0,18100.0,14,1,5,0,80,14,3,0,0,1,Budget-Conscious
1,1,30279.0,13,1,8,0,37,37,4,1,0,1,Budget-Conscious
0,0,20130.0,99,1,8,0,52,34,4,0,0,1,Budget-Conscious
1,1,23295.0,72,1,8,0,67,20,3,0,0,1,Budget-Conscious
2,1,42618.0,92,2,8,0,54,192,9,1,0,1,Budget-Conscious
1,1,81246.0,87,1,1,0,62,1379,16,0,2,3,Premium Loyal
1,0,24027.0,7,2,8,0,50,48,5,1,0,1,Budget-Conscious
2,0,55707.0,91,2,3,0,73,428,14,1,0,2,High-Value
1,1,57959.0,71,5,3,0,71,868,22,1,0,0,Deal-Seeking Parents
1,0,56796.0,24,3,7,0,57,1001,24,1,0,0,Deal-Seeking Parents
2,1,36230.0,17,1,5,0,55,59,6,1,0,1,Budget-Conscious
0,0,70829.0,87,2,3,0,46,431,14,2,0,2,High-Value
1,0,65991.0,21,3,7,0,50,971,24,1,0,2,High-Value
1,0,38988.0,90,7,8,0,54,348,12,3,0,0,Deal-Seeking Parents
0,1,89572.0,44,1,4,1,60,2059,23,0,2,3,Premium Loyal
2,0,42207.0,71,4,6,1,42,265,10,1,1,0,Deal-Seeking Parents
1,0,50300.0,52,2,2,0,74,270,11,1,0,2,High-Value
0,0,66664.0,78,1,3,0,44,1289,18,0,0,2,High-Value
1,0,60597.0,2,4,7,1,62,893,12,1,1,0,Deal-Seeking Parents
1,1,70165.0,60,1,1,0,77,926,21,0,0,2,High-Value
2,1,50520.0,25,2,6,0,68,135,7,1,0,1,Budget-Conscious
1,0,80124.0,47,1,1,0,63,1495,18,0,1,2,High-Value
1,0,33183.0,46,2,7,0,51,120,7,1,0,1,Budget-Conscious
2,1,66582.0,83,1,1,0,57,1288,19,0,0,2,High-Value
2,0,75261.0,17,1,2,1,71,1743,16,0,2,3,Premium Loyal
1,1,31880.0,13,1,8,0,56,15,3,1,0,1,Budget-Conscious
1,0,53790.0,86,3,6,0,75,542,17,2,0,0,Deal-Seeking Parents
2,0,49269.0,92,3,7,0,55,890,22,1,0,0,Deal-Seeking Parents
1,0,61456.0,47,4,4,0,51,1388,29,1,0,2,High-Value
1,0,37406.0,18,1,8,1,46,17,3,1,0,1,Budget-Conscious
2,0,56937.0,81,7,6,1,45,906,23,1,1,0,Deal-Seeking Parents
1,0,38415.0,91,2,7,0,48,44,4,2,0,1,Budget-Conscious
1,1,20518.0,58,1,5,0,38,25,4,1,0,1,Budget-Conscious
1,0,62503.0,40,4,5,0,70,973,22,1,0,2,High-Value
2,1,41644.0,67,2,3,0,54,31,4,2,0,1,Budget-Conscious
2,0,55842.0,19,1,5,0,49,518,16,1,0,2,High-Value
2,0,62010.0,93,4,5,0,54,530,15,1,0,0,Deal-Seeking Parents
1,0,41124.0,41,7,8,0,49,506,14,1,0,0,Deal-Seeking Parents
2,0,38961.0,60,1,7,0,53,70,5,1,0,1,Budget-Conscious
2,1,37760.0,54,1,6,0,54,54,5,1,0,1,Budget-Conscious
1,1,32233.0,26,2,9,1,52,296,10,1,1,1,Budget-Conscious
1,0,43057.0,30,4,5,0,51,266,11,1,0,1,Budget-Conscious
2,0,83151.0,93,1,3,0,66,747,18,0,0,2,High-Value
2,1,78825.0,35,1,3,1,62,895,28,0,0,3,Premium Loyal
2,0,65104.0,4,2,7,0,50,1053,15,1,0,2,High-Value
1,0,60093.0,92,2,6,0,52,735,19,1,0,2,High-Value
1,0,14045.0,24,1,7,0,57,20,4,1,0,1,Budget-Conscious
0,1,28457.0,96,1,8,0,74,205,9,0,0,1,Budget-Conscious
2,0,78952.0,11,2,6,0,68,2092,19,1,0,2,High-Value
1,1,46310.0,99,2,8,0,50,309,12,1,0,1,Budget-Conscious
1,0,76005.0,72,1,6,0,71,1722,21,0,1,2,High-Value
2,1,58308.0,77,4,8,0,62,900,11,1,0,0,Deal-Seeking Parents
2,1,55614.0,85,1,7,0,82,682,19,0,1,2,High-Value
2,1,59432.0,88,3,5,0,64,663,19,1,0,2,High-Value
1,1,55563.0,22,1,3,0,48,43,5,1,0,1,Budget-Conscious
2,0,78642.0,83,1,6,0,55,1816,17,1,0,2,High-Value
2,0,67911.0,63,3,3,0,77,976,24,1,0,2,High-Value
1,0,65275.0,9,1,2,0,82,746,20,0,0,2,High-Value
1,0,27203.0,92,2,8,0,76,64,4,2,0,1,Budget-Conscious
2,0,48330.0,2,1,5,0,65,32,4,1,0,1,Budget-Conscious
0,0,24279.0,6,1,8,0,36,263,8,0,0,1,Budget-Conscious
2,0,64355.0,66,2,8,0,41,1445,19,1,0,2,High-Value
2,0,50943.0,49,1,5,0,70,46,4,1,0,1,Budget-Conscious
1,1,53653.0,29,2,6,0,73,1210,26,0,0,2,High-Value
1,0,65665.0,77,1,3,0,50,945,23,1,0,2,High-Value
1,1,81217.0,77,1,1,0,37,1157,21,0,0,2,High-Value
1,0,34935.0,71,1,7,0,34,137,7,0,0,1,Budget-Conscious
1,1,61250.0,49,6,5,0,67,730,19,1,0,0,Deal-Seeking Parents
2,0,39665.0,97,3,7,0,45,216,9,1,1,1,Budget-Conscious
1,1,60152.0,6,1,3,0,47,943,22,1,0,2,High-Value
1,0,48920.0,93,3,7,0,62,347,13,2,1,0,Deal-Seeking Parents
2,0,89120.0,78,1,1,0,67,1924,18,0,1,2,High-Value
2,0,44124.0,62,4,8,0,80,397,13,1,0,0,Deal-Seeking Parents
2,1,81169.0,47,1,2,0,51,2089,21,0,0,2,High-Value
1,0,36443.0,9,4,8,0,65,138,7,2,0,1,Budget-Conscious
1,1,26095.0,77,1,7,0,36,42,4,1,0,1,Budget-Conscious
1,0,71367.0,24,1,2,0,67,777,16,0,0,2,High-Value
2,0,80184.0,19,1,3,0,82,1902,19,0,2,3,Premium Loyal
1,1,30630.0,67,2,7,0,61,52,5,2,0,1,Budget-Conscious
2,1,73454.0,95,1,5,0,39,1651,12,0,1,2,High-Value
1,0,42691.0,48,1,5,0,35,358,12,0,0,1,Budget-Conscious
1,0,70503.0,73,1,6,0,73,1727,15,0,2,3,Premium Loyal
1,0,25545.0,35,3,6,1,39,210,7,1,0,1,Budget-Conscious
1,0,32880.0,76,1,8,0,40,42,4,1,0,1,Budget-Conscious
2,0,77863.0,20,1,2,0,68,1291,19,0,0,2,High-Value
2,0,50353.0,72,1,3,0,49,442,14,0,0,2,High-Value
1,1,61839.0,20,1,8,0,62,1895,16,0,0,2,High-Value
2,0,49154.0,69,6,6,0,66,411,13,2,0,0,Deal-Seeking Parents
0,1,47682.0,80,4,5,0,51,521,15,1,0,0,Deal-Seeking Parents
1,1,72679.0,65,1,1,0,57,1168,16,1,0,2,High-Value
2,0,57954.0,52,7,7,0,49,493,16,2,1,0,Deal-Seeking Parents
1,0,65316.0,65,2,4,0,64,260,10,2,0,1,Budget-Conscious
1,1,28567.0,57,2,6,0,44,46,5,1,0,1,Budget-Conscious
2,0,47352.0,70,4,7,0,75,319,12,1,0,0,Deal-Seeking Parents
1,0,44931.0,0,1,5,0,59,96,6,1,0,1,Budget-Conscious
1,1,76982.0,19,1,4,1,59,1062,15,0,1,3,Premium Loyal
0,0,57247.0,50,2,2,0,74,232,10,1,0,2,High-Value
2,1,22944.0,67,3,7,0,45,76,6,1,0,1,Budget-Conscious
0,0,25315.0,46,3,8,0,49,54,6,1,0,1,Budget-Conscious
1,1,43638.0,37,2,7,0,57,201,9,1,0,1,Budget-Conscious
2,1,42710.0,38,2,6,0,42,406,12,1,0,1,Budget-Conscious
2,0,84169.0,9,1,3,1,44,1919,19,0,2,3,Premium Loyal
1,0,54058.0,56,2,3,0,50,662,18,1,0,2,High-Value
0,0,24683.0,98,2,5,0,36,41,6,1,0,1,Budget-Conscious
1,1,85620.0,68,1,1,1,62,1600,13,0,0,3,Premium Loyal
1,0,47850.0,72,1,6,0,46,134,7,1,0,1,Budget-Conscious
1,0,19514.0,47,4,8,1,58,69,6,2,1,1,Budget-Conscious
2,0,27159.0,33,2,6,0,53,21,4,2,0,1,Budget-Conscious
0,1,39548.0,87,2,3,0,63,54,5,2,0,1,Budget-Conscious
1,1,21474.0,0,2,7,1,37,91,6,1,1,1,Budget-Conscious
2,1,60504.0,73,2,6,0,55,526,16,1,0,2,High-Value
1,0,22419.0,74,1,8,0,63,162,7,0,0,1,Budget-Conscious
2,0,81698.0,4,1,1,1,77,1008,24,0,0,3,Premium Loyal
1,0,43462.0,50,6,8,0,74,240,10,2,0,0,Deal-Seeking Parents
2,1,54880.0,57,2,5,0,48,795,19,1,0,2,High-Value
1,0,79908.0,30,1,2,0,44,1772,18,0,1,2,High-Value
0,0,15315.0,27,2,5,0,56,64,6,0,0,1,Budget-Conscious
1,0,87771.0,61,1,6,1,67,1957,19,1,4,3,Premium Loyal
1,0,33039.0,4,1,5,0,48,78,6,1,0,1,Budget-Conscious
1,1,81741.0,75,0,2,0,46,1572,19,0,0,2,High-Value
2,0,71499.0,12,2,4,0,55,795,24,1,0,2,High-Value
0,0,62466.0,13,5,4,0,56,889,21,1,0,0,Deal-Seeking Parents
2,1,48799.0,9,3,3,0,63,331,12,1,0,0,Deal-Seeking Parents
2,0,52157.0,48,2,4,0,76,265,10,1,0,1,Budget-Conscious
1,1,66565.0,80,4,8,0,64,1065,15,1,0,0,Deal-Seeking Parents
2,0,29298.0,60,1,5,0,75,11,3,2,0,1,Budget-Conscious
1,1,47691.0,43,1,6,0,47,21,3,1,0,1,Budget-Conscious
1,0,38200.0,19,1,7,0,56,17,3,2,0,1,Budget-Conscious
1,0,44989.0,26,5,6,0,52,369,11,1,0,0,Deal-Seeking Parents
2,0,38443.0,58,2,7,0,58,38,4,2,0,1,Budget-Conscious
0,1,38593.0,42,3,8,0,48,177,8,1,0,1,Budget-Conscious
2,0,64413.0,27,1,5,0,56,279,11,1,0,1,Budget-Conscious
2,0,36959.0,56,2,8,0,45,62,5,1,0,1,Budget-Conscious
2,0,61996.0,27,3,5,1,49,1230,18,1,3,3,Premium Loyal
1,0,51287.0,10,3,7,0,58,182,8,2,0,1,Budget-Conscious
1,0,13260.0,48,4,8,0,56,49,6,2,0,1,Budget-Conscious
2,0,47472.0,39,2,5,0,60,75,6,2,0,1,Budget-Conscious
2,0,54603.0,85,6,7,0,70,227,10,2,0,0,Deal-Seeking Parents
2,0,45207.0,64,5,6,0,52,215,10,2,1,0,Deal-Seeking Parents
1,0,40689.0,69,7,8,0,75,444,13,1,0,0,Deal-Seeking Parents
0,0,47821.0,54,1,8,0,59,47,4,2,0,1,Budget-Conscious
2,0,27450.0,57,1,7,0,75,143,6,0,0,1,Budget-Conscious
1,0,39453.0,64,2,6,0,43,55,5,1,0,1,Budget-Conscious
0,0,26850.0,10,4,4,0,55,63,7,2,0,1,Budget-Conscious
1,1,79800.0,65,1,3,1,71,1867,21,0,3,3,Premium Loyal
2,0,61794.0,74,2,2,0,65,611,18,1,0,2,High-Value
1,0,53863.0,4,3,7,0,71,473,15,1,1,0,Deal-Seeking Parents
1,0,24221.0,94,1,4,0,67,55,5,0,0,1,Budget-Conscious
2,1,39684.0,41,2,7,1,42,81,5,1,0,1,Budget-Conscious
2,0,92163.0,25,0,2,1,51,2086,21,0,2,3,Premium Loyal
2,1,69882.0,94,1,1,0,61,1478,19,0,0,2,High-Value
1,0,33178.0,9,1,4,0,49,49,4,1,0,1,Budget-Conscious
2,0,59973.0,47,1,1,0,54,382,14,0,0,2,High-Value
2,0,17459.0,12,3,7,1,51,69,6,1,0,1,Budget-Conscious
1,1,23910.0,80,1,7,0,57,67,5,1,0,1,Budget-Conscious
2,0,42169.0,20,2,8,0,57,30,4,2,0,1,Budget-Conscious
0,0,26224.0,39,3,6,0,48,63,6,1,0,1,Budget-Conscious
1,0,31089.0,57,3,8,0,45,79,7,1,0,1,Budget-Conscious
1,1,30081.0,27,1,7,0,65,42,4,1,0,1,Budget-Conscious
1,0,62807.0,83,3,5,0,66,819,20,1,0,2,High-Value
1,1,72906.0,79,1,1,0,71,1151,16,0,0,2,High-Value
2,0,61467.0,69,3,5,0,78,594,17,2,0,0,Deal-Seeking Parents
2,0,49618.0,77,4,7,0,60,129,7,2,0,0,Deal-Seeking Parents
2,1,21888.0,15,4,10,1,40,213,8,1,0,1,Budget-Conscious
1,1,42429.0,99,2,5,0,53,67,5,1,0,1,Budget-Conscious
1,1,26150.0,61,1,7,0,70,28,4,3,0,1,Budget-Conscious
0,0,30801.0,23,2,7,0,51,45,4,1,0,1,Budget-Conscious
1,0,81168.0,84,1,3,0,61,1193,17,0,1,2,High-Value
2,1,26877.0,74,2,6,0,57,268,10,0,0,1,Budget-Conscious
2,1,45006.0,90,1,3,0,82,266,11,0,0,2,High-Value
0,0,18978.0,41,1,8,0,53,37,4,1,0,1,Budget-Conscious
1,0,22574.0,28,2,7,0,59,37,5,3,0,1,Budget-Conscious
2,1,48240.0,73,3,5,1,57,882,22,0,0,3,Premium Loyal
1,0,45837.0,88,5,7,0,52,373,13,2,0,0,Deal-Seeking Parents
2,1,35791.0,94,2,8,0,61,35,4,3,0,1,Budget-Conscious
2,0,162397.0,31,0,1,0,50,107,1,2,0,2,High-Value
1,1,54162.0,31,1,4,0,48,42,4,2,0,1,Budget-Conscious
2,0,30522.0,6,5,2,0,66,326,12,1,0,0,Deal-Seeking Parents
2,0,54456.0,23,3,6,0,65,404,14,1,0,0,Deal-Seeking Parents
1,1,31632.0,92,1,7,0,55,95,5,0,0,1,Budget-Conscious
1,1,72298.0,52,1,1,0,77,939,13,0,2,2,High-Value
0,1,36975.0,50,1,7,0,48,33,4,1,0,1,Budget-Conscious
0,0,72635.0,54,1,3,0,71,981,20,0,1,2,High-Value
1,0,13624.0,93,2,6,0,50,36,5,1,0,1,Budget-Conscious
1,1,84196.0,56,1,3,0,51,1237,19,1,0,2,High-Value
1,0,70971.0,28,7,7,1,66,1825,27,1,0,0,Deal-Seeking Parents
2,1,34487.0,94,3,9,0,49,103,6,2,0,1,Budget-Conscious
1,1,28769.0,76,3,9,0,49,191,9,1,0,1,Budget-Conscious
2,0,69084.0,43,2,8,0,56,1586,23,1,0,2,High-Value
2,0,65488.0,46,1,1,0,68,963,13,0,0,2,High-Value
0,0,62466.0,13,5,4,0,56,889,21,1,0,0,Deal-Seeking Parents
0,1,32218.0,27,1,7,1,66,93,6,0,1,1,Budget-Conscious
1,1,83917.0,12,1,3,1,53,1587,20,0,0,3,Premium Loyal
1,1,46102.0,3,1,7,0,64,16,3,3,0,1,Budget-Conscious
1,1,84574.0,72,1,5,0,74,1375,31,0,0,2,High-Value
1,0,56181.0,6,1,4,0,64,393,13,1,0,2,High-Value
2,1,63120.0,53,5,7,1,76,1477,21,1,0,0,Deal-Seeking Parents
1,0,73691.0,58,2,2,0,55,1179,16,1,1,2,High-Value
1,0,63381.0,78,4,2,0,66,1005,22,1,0,2,High-Value
2,0,76140.0,57,1,2,0,78,1348,20,0,0,2,High-Value
2,1,62859.0,37,4,6,0,67,1307,19,1,0,0,Deal-Seeking Parents
1,1,45906.0,20,2,5,0,62,486,13,1,1,1,Budget-Conscious
2,0,77632.0,73,1,2,1,79,2252,12,0,2,3,Premium Loyal
2,0,46463.0,56,7,6,0,55,235,10,2,0,0,Deal-Seeking Parents
1,0,105471.0,36,0,3,1,56,1724,30,0,2,3,Premium Loyal
2,1,55282.0,9,1,4,0,56,235,10,1,0,1,Budget-Conscious
2,0,78710.0,42,3,4,0,49,1092,25,1,0,2,High-Value
1,0,66886.0,28,2,5,0,68,599,15,1,0,2,High-Value
2,1,98777.0,23,0,1,0,66,2008,19,0,1,2,High-Value
1,0,29103.0,38,2,9,0,41,48,4,1,0,1,Budget-Conscious
1,0,67445.0,63,5,6,0,52,1174,27,1,0,0,Deal-Seeking Parents
2,0,50616.0,71,1,2,0,76,67,6,1,0,1,Budget-Conscious
1,1,49431.0,9,2,8,0,71,365,13,1,0,1,Budget-Conscious
1,1,153924.0,81,0,0,0,51,6,0,0,0,2,High-Value
1,0,61278.0,87,2,6,0,73,165,8,1,0,1,Budget-Conscious
0,0,26490.0,92,2,6,0,68,210,9,0,0,1,Budget-Conscious
2,0,73059.0,36,1,4,0,79,1095,25,1,0,2,High-Value
2,1,46734.0,86,4,6,0,60,223,8,3,1,0,Deal-Seeking Parents
1,0,56253.0,83,4,6,0,63,597,18,1,0,0,Deal-Seeking Parents
1,0,19986.0,74,1,7,0,41,22,3,1,0,1,Budget-Conscious
1,1,58330.0,87,1,4,0,51,1064,23,1,0,2,High-Value
0,0,25965.0,29,1,8,0,46,74,5,0,0,1,Budget-Conscious
2,0,14661.0,88,1,6,0,70,26,4,0,0,1,Budget-Conscious
1,0,18690.0,77,1,8,0,67,60,4,0,0,1,Budget-Conscious
2,0,45068.0,25,1,7,0,52,20,3,1,0,1,Budget-Conscious
0,1,21063.0,34,2,6,0,39,59,5,1,0,1,Budget-Conscious
2,0,29187.0,43,1,8,0,58,34,4,1,0,1,Budget-Conscious
0,0,54690.0,76,3,3,0,55,198,9,2,0,1,Budget-Conscious
2,0,59304.0,81,3,5,0,62,1048,25,1,0,2,High-Value
2,1,59247.0,87,5,6,0,64,574,16,2,0,0,Deal-Seeking Parents
1,1,66731.0,33,4,3,0,56,1029,13,1,0,2,High-Value
1,0,77353.0,38,2,4,0,46,670,18,1,0,2,High-Value
2,1,52614.0,63,2,8,0,51,990,14,1,0,0,Deal-Seeking Parents
1,0,26751.0,26,1,8,0,52,11,3,2,0,1,Budget-Conscious
2,0,81300.0,17,3,5,1,63,1241,18,1,1,3,Premium Loyal
1,1,70337.0,75,1,1,0,47,576,16,0,0,2,High-Value
0,0,36145.0,13,4,9,1,41,172,8,1,1,1,Budget-Conscious
2,1,65295.0,19,1,2,0,46,664,19,0,0,2,High-Value
1,1,68118.0,51,2,6,0,63,928,21,1,0,2,High-Value
1,1,68743.0,81,1,7,0,59,2074,29,0,0,2,High-Value
0,0,41039.0,32,1,8,0,44,467,14,0,0,1,Budget-Conscious
1,0,38946.0,84,2,5,0,71,257,10,1,0,1,Budget-Conscious
1,0,65777.0,87,1,1,0,59,1146,16,0,0,2,High-Value
2,1,66476.0,99,2,4,0,50,689,18,1,0,2,High-Value
2,1,86857.0,96,1,2,1,54,2114,21,0,0,3,Premium Loyal
2,0,160803.0,21,15,0,0,44,1717,29,0,0,0,Deal-Seeking Parents
2,0,77845.0,40,1,1,0,37,1346,20,0,2,3,Premium Loyal
2,0,69476.0,3,1,2,0,57,1044,14,0,0,2,High-Value
2,1,50611.0,98,6,6,1,66,493,16,1,1,0,Deal-Seeking Parents
1,1,61209.0,73,1,2,0,56,957,12,0,0,2,High-Value
2,0,42315.0,90,3,3,0,68,270,9,1,0,1,Budget-Conscious
0,0,13084.0,29,1,6,0,74,29,4,0,0,1,Budget-Conscious
2,1,47570.0,3,3,7,1,77,121,6,2,0,0,Deal-Seeking Parents
2,0,61923.0,94,1,3,0,65,126,7,2,0,1,Budget-Conscious
1,1,34824.0,65,1,6,0,31,23,3,0,0,1,Budget-Conscious
2,1,26518.0,33,3,8,1,77,57,5,2,0,1,Budget-Conscious
1,1,45938.0,46,2,6,0,65,636,18,0,0,2,High-Value
1,0,78468.0,29,1,4,0,66,1004,27,0,1,2,High-Value
1,1,78901.0,99,3,4,0,53,734,17,1,0,2,High-Value
1,0,71427.0,26,2,4,0,48,614,18,2,0,2,High-Value
1,1,71022.0,30,3,8,0,48,1453,18,1,1,2,High-Value
2,1,90247.0,27,1,1,1,38,1621,14,0,3,3,Premium Loyal
2,1,41335.0,24,3,7,0,58,187,9,1,0,1,Budget-Conscious
1,0,71952.0,93,2,4,0,40,1443,20,1,2,2,High-Value
2,1,35682.0,34,1,2,0,56,57,5,1,0,1,Budget-Conscious
1,1,43185.0,88,2,8,0,75,637,18,1,0,0,Deal-Seeking Parents
2,0,66375.0,96,3,7,0,78,948,11,1,1,0,Deal-Seeking Parents
2,0,35178.0,10,1,7,1,55,59,4,1,1,1,Budget-Conscious
1,0,25252.0,26,1,8,0,40,18,3,1,0,1,Budget-Conscious
2,1,55250.0,49,4,5,0,61,903,22,1,0,0,Deal-Seeking Parents
1,1,33249.0,11,2,6,0,51,112,6,1,0,1,Budget-Conscious
1,0,58398.0,44,3,4,0,73,596,17,0,0,2,High-Value
1,0,50272.0,75,3,7,0,44,233,10,1,0,1,Budget-Conscious
2,0,76618.0,64,1,1,0,51,1511,10,0,0,2,High-Value
0,1,87305.0,19,1,2,1,66,1152,16,0,1,3,Premium Loyal
1,0,25851.0,45,2,7,0,48,48,5,1,0,1,Budget-Conscious
1,1,58710.0,77,6,6,0,56,1185,25,1,0,0,Deal-Seeking Parents
1,1,45160.0,9,1,7,0,68,21,3,2,0,1,Budget-Conscious
2,0,74806.0,1,2,4,0,61,965,14,1,0,2,High-Value
1,0,59111.0,90,1,7,0,72,869,20,0,0,2,High-Value
2,0,18988.0,43,2,7,0,42,16,4,1,0,1,Budget-Conscious
1,0,72190.0,79,1,3,0,61,1947,15,0,0,2,High-Value
1,0,7500.0,19,5,9,1,50,71,7,1,1,1,Budget-Conscious
1,0,44794.0,99,1,6,0,60,65,5,1,0,1,Budget-Conscious
1,0,80395.0,62,1,2,0,71,1380,23,0,1,2,High-Value
2,1,75012.0,41,1,1,0,50,1027,22,0,0,2,High-Value
2,0,56962.0,60,7,7,0,61,411,14,3,0,0,Deal-Seeking Parents
1,0,89891.0,17,1,4,0,35,836,25,0,1,2,High-Value
2,1,35946.0,24,1,5,0,77,11,3,2,0,1,Budget-Conscious
2,0,53593.0,60,8,8,0,73,480,15,2,0,0,Deal-Seeking Parents
1,0,66373.0,57,7,3,0,48,606,16,2,0,0,Deal-Seeking Parents
2,1,45072.0,74,5,8,0,78,284,11,3,0,0,Deal-Seeking Parents
1,1,89694.0,22,3,5,0,53,1472,11,2,3,3,Premium Loyal
1,0,72025.0,46,1,2,1,77,1677,25,0,3,3,Premium Loyal
1,0,67432.0,69,2,4,0,53,1335,17,1,0,2,High-Value
2,0,70545.0,29,1,2,0,74,334,12,1,0,2,High-Value
0,0,17487.0,37,1,7,0,37,18,3,1,0,1,Budget-Conscious
1,0,62882.0,26,2,4,0,57,1338,18,1,0,2,High-Value
2,1,64108.0,8,4,5,0,73,1099,26,1,0,2,High-Value
2,0,34941.0,26,2,8,0,70,97,6,2,0,1,Budget-Conscious
2,1,48767.0,79,3,5,0,76,63,6,3,0,0,Deal-Seeking Parents
0,0,38702.0,71,2,6,0,48,109,7,1,0,1,Budget-Conscious
